Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Kecamatan,Page
"2,5 Miliar",3,3,1,LT : 230 m²,LB : 180 m²,Cinere,57
"1,5 Miliar",2,1,1,LT : 115 m²,LB : 140 m²,Cinere,57
"3,3 Miliar",4,3,1,LT : 220 m²,LB : 220 m²,Cinere,57
"5,5 Miliar",5,4,2,LT : 375 m²,LB : 500 m²,Cinere,58
"2,15 Miliar",3,4,1,LT : 140 m²,LB : 150 m²,Cinere,58
"2,9 Juta Total",LT:298 m²,,,,,Cibubur,58
"3,7 Miliar",6,5,1,LT : 405 m²,LB : 700 m²,Cinere,58
"7,9 Miliar",5,3,1,LT : 500 m²,LB : 415 m²,Cinere,58
"4,95 Miliar",4,3,2,LT : 430 m²,LB : 550 m²,Cinere,58
"5,4 Miliar Total",LT:1085 m²,,,,,Sawangan,58
"93,1 Miliar Total",LT:19000 m²,,,,,Cimanggis,58
"2,5 Miliar",3,2,1,LT : 180 m²,LB : 136 m²,Cinere,58
"3,9 Miliar",3,4,2,LT : 320 m²,LB : 360 m²,Cinere,58
"1,6 Miliar",3,2,1,LT : 94 m²,LB : 145 m²,Pangkalan Jati,58
"1,87 Miliar",3,3,1,LT : 100 m²,LB : 120 m²,Cinere,58
"2,5 Miliar",3,2,1,LT : 200 m²,LB : 135 m²,Cinere,58
"3,75 Miliar",4,3,3,LT : 425 m²,LB : 300 m²,Cinere,58
"8,3 Miliar",6,4,2,LT : 919 m²,LB : 600 m²,Cinere,58
"1,75 Miliar",4,3,2,LT : 105 m²,LB : 115 m²,Cinere,58
"1,8 Miliar",4,2,1,LT : 157 m²,LB : 160 m²,Cinere,58
"2,45 Miliar",3,2,1,LT : 100 m²,LB : 116 m²,Cinere,58
"1,89 Miliar",3,2,1,LT : 100 m²,LB : 105 m²,Cinere,58
"2,9 Miliar",4,4,1,LT : 160 m²,LB : 240 m²,Cinere,58
"1,95 Miliar",4,3,2,LT : 105 m²,LB : 115 m²,Cinere,59
"3,3 Miliar",4,5,1,LT : 182 m²,LB : 200 m²,Cinere,59
"2,7 Miliar",2,2,1,LT : 168 m²,LB : 96 m²,Cinere,59
14 Miliar,3,3,6,LT : 835 m²,LB : 196 m²,Pangkalan Jati,59
"1,9 Miliar",3,2,1,LT : 105 m²,LB : 115 m²,Pangkalan Jati,59
"1,5 Miliar",4,2,1,LT : 92 m²,LB : 130 m²,Cinere,59
"2,5 Miliar",3,2,1,LT : 216 m²,LB : 150 m²,Cinere,59
"2,8 Miliar Total",LT:393 m²,,,,,Cinere,59
"15,5 Triliun Total",LT:1070 m²,,,,,Pangkalan Jati,59
"4,8 Miliar",4,3,1,LT : 280 m²,LB : 240 m²,Cinere,59
"4,8 Miliar",4,3,1,LT : 280 m²,LB : 240 m²,Cinere,59
"2,1 Miliar",3,4,1,LT : 100 m²,LB : 140 m²,Cinere,59
"1,9 Miliar",5,2,1,LT : 109 m²,LB : 218 m²,Cinere,59
"1,5 Miliar",4,3,1,LT : 102 m²,LB : 120 m²,Cinere,59
"1,4 Miliar",3,2,1,LT : 72 m²,LB : 92 m²,Cinere,59
16 Miliar Total,LT:803 m²,,,,,Cinere,59
"3,75 Miliar",4,3,2,LT : 425 m²,LB : 236 m²,Cinere,59
"1,8 Miliar",3,2,2,LT : 170 m²,LB : 152 m²,Cinere,59
"5,5 Miliar",5,4,1,LT : 509 m²,LB : 259 m²,Cinere,59
"1,08 Miliar",3,2,1,LT : 78 m²,LB : 70 m²,Limo,59
"1,3 Miliar",4,3,2,LT : 73 m²,LB : 120 m²,Tanah Baru,60
885 Juta,4,2,1,LT : 63 m²,LB : 75 m²,Krukut,60
927 Juta,3,3,1,LT : 55 m²,LB : 75 m²,Kukusan,60
989 Juta,4,3,2,LT : 72 m²,LB : 125 m²,Krukut,60
565 Juta,3,2,1,LT : 90 m²,LB : 53 m²,Cipayung,60
925 Juta,3,3,1,LT : 65 m²,LB : 75 m²,Beji,60
996 Juta,3,2,2,LT : 72 m²,LB : 100 m²,Krukut,60
996 Juta,3,2,1,LT : 72 m²,LB : 102 m²,Rangkapanjaya,60
"3,6 Miliar Total",LT:701 m²,,,,,Limo,60
5 Miliar,4,3,4,LT : 402 m²,LB : 450 m²,Pangkalan Jati,60
11 Miliar,4,3,2,LT : 530 m²,LB : 350 m²,Cinere,60
"8,9 Miliar Total",LT:1627 m²,,,,,Depok I,60
"8,8 Miliar",8,6,4,LT : 596 m²,LB : 700 m²,Limo,60
600 Juta Total,1,LT:42 m²,LB:70 m²,,,Beji,60
"4,8 Miliar",5,5,2,LT : 280 m²,LB : 240 m²,Cinere,60
585 Juta,LT:60 m²,LB:40 m²,,,,Beji,60
650 Juta,2,1,1,LT : 64 m²,LB : 45 m²,Kukusan,60
"1,4 Miliar",3,2,2,LT : 75 m²,LB : 83 m²,Cinere,60
15 Miliar Total,LT:1609 m²,,,,,Sawangan,60
"6,25 Miliar",3,3,2,LT : 453 m²,LB : 361 m²,Cinere,60
900 Juta,2,2,2,LT : 112 m²,LB : 80 m²,Cimanggis,61
500 Juta,1,LB:22 m²,,,,Cibubur,61
"4,5 Miliar",5,4,2,LT : 600 m²,LB : 500 m²,Cinere,61
"1,8 Miliar",3,3,1,LT : 98 m²,LB : 123 m²,Cinere,61
"1,5 Miliar",4,2,1,LT : 92 m²,LB : 130 m²,Cinere,61
"2,6 Miliar",4,3,1,LT : 301 m²,LB : 275 m²,Cinere,61
"1,68 Miliar",4,2,1,LT : 112 m²,LB : 112 m²,Cinere,61
"1,6 Miliar",3,2,1,LT : 78 m²,LB : 110 m²,Cinere,61
"2,9 Miliar",4,2,1,LT : 150 m²,LB : 150 m²,Cinere,61
"1,9 Miliar",4,2,2,LT : 100 m²,LB : 56 m²,Cinere,61
"6,8 Miliar",4,3,1,LT : 300 m²,LB : 250 m²,Cinere,61
"4,5 Miliar",3,3,2,LT : 300 m²,LB : 300 m²,Cinere,61
"1,25 Miliar",2,2,1,LT : 112 m²,LB : 95 m²,Cinere,61
"1,65 Miliar",3,2,1,LT : 105 m²,LB : 115 m²,Cinere,61
"2,9 Miliar",3,3,2,LT : 160 m²,LB : 170 m²,Cinere,61
"3,7 Miliar",4,4,1,LT : 294 m²,LB : 307 m²,Cinere,61
"2,75 Miliar",4,3,1,LT : 169 m²,LB : 200 m²,Cinere,61
"1,5 Miliar",3,2,1,LT : 92 m²,LB : 110 m²,Cinere,61
"2,8 Miliar",3,3,1,LT : 152 m²,LB : 195 m²,Cinere,61
"1,95 Miliar",3,3,1,LT : 100 m²,LB : 154 m²,Cinere,61
"4,2 Miliar Total",LT:600 m²,,,,,Cinere,62
12 Miliar,4,3,2,LT : 600 m²,LB : 300 m²,Pangkalan Jati,62
59 Juta,3,2,1,LT : 96 m²,LB : 110 m²,Cilodong,62
"1,5 Miliar",4,3,1,LT : 102 m²,LB : 120 m²,Cinere,62
"2,6 Miliar",3,3,2,LT : 120 m²,LB : 115 m²,Cinere,62
"2,5 Miliar",3,2,1,LT : 137 m²,LB : 72 m²,Cinere,62
"3,3 Miliar",4,5,1,LT : 260 m²,LB : 300 m²,Cinere,62
"1,35 Miliar",2,3,1,LT : 67 m²,LB : 123 m²,Cinere,62
"4,5 Miliar",4,3,1,LT : 377 m²,LB : 169 m²,Cinere,62
"1,8 Miliar",3,2,2,LT : 170 m²,LB : 152 m²,Cinere,62
"3,2 Miliar",3,2,2,LT : 178 m²,LB : 156 m²,Cinere,62
220 Juta,1,LB:24 m²,,,,Margonda,62
795 Juta,2,1,1,LT : 84 m²,LB : 52 m²,Sawangan,62
"3,95 Miliar",4,3,1,LT : 245 m²,LB : 300 m²,Cinere,62
"3,3 Miliar",4,4,1,LT : 234 m²,LB : 159 m²,Cinere,62
"1,77 Miliar",3,4,1,LT : 100 m²,LB : 135 m²,Cinere,62
30 Miliar Total,LT:6000 m²,,,,,Bojong Sari,62
"5,3 Juta /m²",,,,,,Sukmajaya,62
6 Miliar,4,4,2,LT : 300 m²,LB : 400 m²,Margonda,62
"50,9 Miliar Total",LT:3392 m²,,,,,Cinere,62
385 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Rangkapanjaya,63
4 Miliar Total,2,LT:102 m²,LB:210 m²,,,Sukmajaya,63
3 Miliar Total,LT:400 m²,,,,,Harjamukti,63
"1,8 Miliar",5,3,1,LT : 146 m²,LB : 148 m²,Cimanggis,63
299 Juta,2,1,LB:35 m²,,,Cimanggis,63
450 Juta,1,LB:24 m²,,,,Margonda,63
670 Juta,2,1,1,LT : 63 m²,LB : 40 m²,Tanah Baru,63
765 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Tanah Baru,63
"1,2 Miliar",1,3,1,LT : 75 m²,LB : 100 m²,Tanah Baru,63
"1,7 Miliar",3,3,1,LT : 110 m²,LB : 180 m²,Tanah Baru,63
"16,5 Miliar",7,5,5,LT : 1234 m²,LB : 430 m²,Pangkalan Jati,63
11 Miliar,10,6,4,LT : 840 m²,LB : 1200 m²,Margonda,63
"6,9 Miliar",4,3,3,LT : 320 m²,LB : 250 m²,Pangkalan Jati,63
"5,3 Miliar",3,2,2,LT : 795 m²,LB : 350 m²,Cinere,63
80 Miliar,LT:2393 m²,,,,,Margonda,63
"5,2 Miliar",5,4,2,LT : 468 m²,LB : 442 m²,Cinere,63
"8,7 Miliar Total",LT:1772 m²,,,,,Cimanggis,63
"5,3 Miliar",3,3,1,LT : 300 m²,LB : 250 m²,Cinere,63
"3,9 Miliar",4,3,2,LT : 320 m²,LB : 360 m²,Cinere,63
380 Juta,LB:24 m²,,,,,Margonda,63
"1,38 Miliar",4,3,1,LT : 85 m²,LB : 125 m²,Limo,64
"5,5 Miliar Total",LT:610 m²,,,,,Cinere,64
"2,15 Miliar",5,4,1,LT : 140 m²,LB : 150 m²,Cinere,64
"3,7 Miliar",3,1,1,LT : 280 m²,LB : 240 m²,Cinere,64
"1,8 Miliar",4,3,2,LT : 120 m²,LB : 120 m²,Cinere,64
"1,9 Miliar",1,1,1,LT : 180 m²,LB : 60 m²,Cinere,64
490 Juta,1,1,LB:27 m²,,,Margonda,64
450 Juta,1,1,LB:27 m²,,,Margonda,64
350 Juta,2,1,LB:35 m²,,,Cimanggis,64
450 Juta,1,LB:27 m²,,,,Beji,64
"7,9 Miliar",5,3,2,LT : 500 m²,LB : 415 m²,Cinere,64
800 Juta,3,2,1,LT : 90 m²,LB : 70 m²,Kelapa Dua,64
900 Juta,3,2,1,LT : 121 m²,LB : 100 m²,Krukut,64
"2,3 Miliar Total",LT:188 m²,,,,,Cinere,64
"7,9 Miliar",5,3,2,LT : 500 m²,LB : 415 m²,Cinere,64
600 Juta,3,2,1,LT : 58 m²,LB : 80 m²,Pancoran Mas,64
"1,55 Miliar",3,3,2,LT : 120 m²,LB : 100 m²,Krukut,64
"1,55 Miliar",3,3,2,LT : 120 m²,LB : 100 m²,Krukut,64
"7,7 Miliar Total",LT:1400 m²,,,,,Cinere,64
165 Juta,2,1,1,LT : 50 m²,LB : 36 m²,Depok I,64
195 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Depok I,65
600 Juta,1,1,LB:27 m²,,,Margonda,65
249 Juta Total,LT:70 m²,,,,,Rangkapanjaya,65
350 Juta,2,1,LT:66 m²,LB : 41 m²,,Cipayung,65
"5,5 Miliar",4,3,2,LT : 500 m²,LB : 650 m²,Cinere,65
"3,7 Miliar",4,3,1,LT : 280 m²,LB : 240 m²,Cinere,65
"1,75 Miliar",2,2,1,LT : 149 m²,LB : 130 m²,Cinere,65
2 Miliar,2,2,LT:135 m²,LB : 100 m²,,Cibubur,65
"2,1 Miliar Total",LT:288 m²,,,,,Beji,65
725 Juta,3,2,1,LT : 63 m²,LB : 82 m²,Cipayung,65
375 Juta,1,LB:25 m²,,,,Margonda,65
"1,6 Miliar",3,2,1,LT : 98 m²,LB : 150 m²,Sukatani,65
600 Juta,2,1,2,LT : 91 m²,LB : 47 m²,Sawangan,65
"1,7 Miliar",3,2,LT:240 m²,LB : 160 m²,,Cimanggis,65
"2,5 Miliar",3,1,LT:240 m²,LB : 180 m²,,Cinere,65
"1,18 Miliar",2,1,1,LT : 90 m²,LB : 40 m²,Tirtajaya,65
"3,5 Miliar",5,4,1,LT : 190 m²,LB : 210 m²,Sukmajaya,65
325 Juta,1,1,LB:25 m²,,,Depok I,65
"1,7 Miliar",4,2,2,LT : 120 m²,LB : 111 m²,Depok I,65
11 Miliar,6,6,2,LT : 430 m²,LB : 572 m²,Sukmajaya,65
850 Juta,2,1,1,LT : 100 m²,LB : 38 m²,Sawangan,66
5 Miliar,5,4,1,LT : 190 m²,LB : 350 m²,Sukmajaya,66
"1,3 Miliar",2,2,LT:105 m²,LB : 91 m²,,Depok I,66
950 Juta,4,2,LT:72 m²,LB : 144 m²,,Depok I,66
"2,9 Miliar",5,4,2,LT : 179 m²,LB : 251 m²,Pancoran Mas,66
950 Juta,3,2,2,LT : 72 m²,LB : 90 m²,Limo,66
"16,7 Miliar",4,2,2,LT : 880 m²,LB : 200 m²,Pancoran Mas,66
850 Juta,3,2,LT:70 m²,LB : 120 m²,,Cibubur,66
675 Juta,2,2,1,LT : 65 m²,LB : 68 m²,Cimanggis,66
185 Juta,1,LB:20 m²,,,,Margonda,66
485 Juta,1,LB:30 m²,,,,Margonda,66
"5,5 Miliar",5,4,LT:400 m²,LB : 300 m²,,Cinere,66
795 Juta,2,1,1,LT : 85 m²,LB : 60 m²,Sawangan,66
"1,45 Miliar",4,4,2,LT : 100 m²,LB : 150 m²,Cimanggis,66
975 Juta,3,2,1,LT : 117 m²,LB : 167 m²,Depok I,66
750 Juta,2,1,1,LT : 80 m²,LB : 60 m²,Pancoran Mas,66
585 Juta,2,1,1,LT : 62 m²,LB : 42 m²,Cilodong,66
"6,5 Miliar",4,3,5,LT : 989 m²,LB : 300 m²,Cinere,66
"3,5 Miliar Total",3,LT:100 m²,LB:255 m²,,,Sawangan,66
"3,5 Miliar",4,4,2,LT : 144 m²,LB : 147 m²,Cimanggis,66
"4,5 Miliar Total",LT:450 m²,,,,,Cinere,67
"2,38 Miliar",3,2,2,LT : 134 m²,LB : 130 m²,Cinere,67
"3,4 Miliar",20,20,2,LT : 283 m²,LB : 120 m²,Beji,67
"11,6 Miliar Total",LT:1056 m²,,,,,Cinere,67
"5,1 Miliar Total",LT:3960 m²,,,,,Tapos,67
25 Miliar Total,1,LT:1354 m²,LB:3000 m²,,,Depok I,67
"3,6 Miliar",4,4,2,LT : 300 m²,LB : 300 m²,Cinere,67
"6,6 Miliar",4,5,LT:1457 m²,LB : 208 m²,,Bojong Sari,67
"1,42 Miliar",3,3,3,LT : 104 m²,LB : 105 m²,Cilodong,67
"1,5 Miliar",4,3,1,LT : 110 m²,LB : 101 m²,Cimanggis,67
"2,2 Miliar",8,4,6,LT : 341 m²,LB : 200 m²,Sukmajaya,67
1 Miliar,2,1,LB:49 m²,,,Beji,67
"7,5 Miliar",5,4,2,LT : 534 m²,LB : 368 m²,Pancoran Mas,67
775 Juta,2,1,LT:70 m²,LB : 52 m²,,Cilodong,67
750 Juta,2,1,1,LT : 70 m²,LB : 42 m²,Cilodong,67
"6,6 Miliar Total",LT:1457 m²,,,,,Sawangan,67
"1,5 Miliar",3,2,1,LT : 78 m²,LB : 130 m²,Cilodong,67
"1,7 Miliar",4,3,LT:200 m²,LB : 300 m²,,Cimanggis,67
"5,2 Miliar Total",LT:1616 m²,,,,,Cilodong,67
"2,35 Miliar",4,3,2,LT : 230 m²,LB : 180 m²,Cimanggis,67
895 Juta,3,2,1,LT : 90 m²,LB : 60 m²,Tapos,68
800 Juta Total,LT:196 m²,,,,,Limo,68
27 Miliar Total,2,LT:10650 m²,LB:8250 m²,,,Cimanggis,68
"9,5 Miliar",4,4,LT:460 m²,LB : 512 m²,,Cinere,68
2 Miliar Total,3,LT:80 m²,LB:225 m²,,,Rangkapanjaya,68
151 Miliar Total,2,LT:25077 m²,LB:25077 m²,,,Tapos,68
"2,5 Miliar",3,2,1,LT : 230 m²,LB : 242 m²,Cinere,68
"8,5 Miliar Total",LT:850 m²,,,,,Sawangan,68
"1,6 Miliar",3,2,LT:170 m²,LB : 150 m²,,Cinere,68
"2,77 Miliar",4,2,1,LT : 169 m²,LB : 200 m²,Cinere,68
"5,5 Miliar",4,3,1,LT : 492 m²,LB : 300 m²,Cinere,68
"2,5 Miliar Total",LT:300 m²,,,,,Cinere,68
"1,47 Miliar",3,2,1,LT : 120 m²,LB : 100 m²,Cinere,68
"1,4 Miliar",5,2,1,LT : 90 m²,LB : 200 m²,Cinere,68
"2,5 Miliar",4,3,2,LT : 163 m²,LB : 280 m²,Cinere,68
"2,5 Miliar",3,2,1,LT : 142 m²,LB : 98 m²,Cinere,68
"2,65 Miliar",6,5,1,LT : 234 m²,LB : 159 m²,Cinere,68
"3,5 Miliar",3,2,1,LT : 200 m²,LB : 300 m²,Cinere,68
"2,75 Miliar",4,2,LT:225 m²,LB : 240 m²,,Cinere,68
"5,5 Miliar Total",LT:610 m²,,,,,Cinere,68
"3,7 Miliar",4,3,1,LT : 280 m²,LB : 240 m²,Cinere,69
99 Miliar Total,LT:16500 m²,,,,,Cimanggis,69
"5,61 Miliar",6,5,4,LT : 1720 m²,LB : 1680 m²,Sukmajaya,69
795 Juta,2,1,LT:120 m²,LB : 50 m²,,Sawangan,69
"1,1 Miliar Total",2,LT:93 m²,LB:90 m²,,,Sawangan,69
"2,55 Miliar",4,4,2,LT : 232 m²,LB : 260 m²,Sukmajaya,69
900 Juta,2,1,1,LT : 90 m²,LB : 50 m²,Pancoran Mas,69
801 Juta Total,LT:178 m²,,,,,Tanah Baru,69
600 Juta,2,2,2,LT : 76 m²,LB : 36 m²,Cimanggis,69
2 Miliar,LT:200 m²,LB:225 m²,,,,Harjamukti,69
2 Miliar,4,2,2,LT : 200 m²,LB : 225 m²,Harjamukti,69
"4,3 Miliar",6,4,1,LT : 108 m²,LB : 228 m²,Cinere,69
770 Juta,3,1,1,LT : 81 m²,LB : 81 m²,Cilodong,69
3 Miliar,7,7,4,LT : 262 m²,LB : 350 m²,Grand Depok City,69
"1,1 Miliar",3,1,1,LT : 80 m²,LB : 80 m²,Depok I,69
"1,4 Miliar",2,2,LT:80 m²,LB : 58 m²,,Cimanggis,69
8 Miliar,4,3,LT:348 m²,LB : 270 m²,,Cinere,69
"3,5 Miliar",10,10,LT:658 m²,LB : 1000 m²,,Tapos,69
13 Juta /m²,1,LT:695 m²,LB:120 m²,,,Pancoran Mas,69
"1,7 Miliar",2,2,LT:155 m²,LB : 100 m²,,Cimanggis,69
6 Miliar,5,4,1,LT : 704 m²,LB : 325 m²,Sawangan,70
900 Juta,4,3,2,LT : 70 m²,LB : 130 m²,Pancoran Mas,70
889 Juta,3,3,1,LT : 60 m²,LB : 100 m²,Sawangan,70
"1,2 Miliar Total",2,LT:70 m²,LB:80 m²,,,Cimanggis,70
"1,4 Miliar",3,2,2,LT : 90 m²,LB : 122 m²,Tanah Baru,70
515 Juta,2,1,LB:38 m²,,,Cinere,70
384 Juta,3,2,1,LT : 50 m²,LB : 48 m²,Citayam,70
840 Juta,2,2,1,LT : 70 m²,LB : 58 m²,Sawangan,70
"3,2 Miliar Total",LT:2142 m²,,,,,Depok II,70
959 Juta,2,1,2,LT : 90 m²,LB : 45 m²,Cimanggis,70
"7,6 Miliar",5,5,4,LT : 585 m²,LB : 686 m²,Cimanggis,70
"2,3 Miliar Total",LT:500 m²,,,,,Cibubur,70
"2,5 Miliar",3,3,LT:128 m²,LB : 275 m²,,Sawangan,70
620 Juta,2,2,1,LT : 75 m²,LB : 45 m²,Cilodong,70
8 Miliar,3,3,1,LT : 500 m²,LB : 400 m²,Cibubur,70
730 Juta,3,2,2,LT : 66 m²,LB : 72 m²,Sawangan,70
"1,3 Miliar",4,3,1,LT : 102 m²,LB : 100 m²,Depok I,70
"4,3 Miliar",4,3,1,LT : 108 m²,LB : 200 m²,Pangkalan Jati,70
"1,9 Miliar",3,3,2,LT : 109 m²,LB : 137 m²,Tanah Baru,70
"4,5 Miliar",4,4,2,LT : 398 m²,LB : 300 m²,Gandul,70
7 Miliar,4,4,1,LT : 400 m²,LB : 328 m²,Cimanggis,71
"3,75 Miliar Total",LT:300 m²,,,,,Pangkalan Jati,71
255 Miliar,4,3,1,LT : 510 m²,LB : 350 m²,Cinere,71
"3,5 Miliar Total",6,LT:181 m²,LB:400 m²,,,Cinere,71
"16,5 Miliar Total",LT:5500 m²,,,,,Sawangan,71
"2,5 Miliar",3,3,1,LT : 240 m²,LB : 220 m²,Sawangan,71
"2,3 Miliar",6,6,2,LT : 142 m²,LB : 300 m²,Cimanggis,71
"1,09 Miliar",3,2,1,LT : 60 m²,LB : 75 m²,Cinere,71
"1,4 Miliar",3,2,2,LT : 62 m²,LB : 83 m²,Cinere,71
"4,5 Miliar",5,4,2,LT : 600 m²,LB : 400 m²,Cinere,71
"16,7 Miliar Total",LT:3340 m²,,,,,Cimanggis,71
"1,45 Miliar",2,2,1,LT : 115 m²,LB : 56 m²,Beji,71
"1,25 Miliar",4,2,1,LT : 104 m²,LB : 190 m²,Beji,71
"1,35 Miliar",4,4,1,LT : 58 m²,LB : 140 m²,Beji,71
225 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Sawangan,71
60 Juta,2,1,1,LT : 77 m²,LB : 41 m²,Cipayung,71
"8,9 Miliar Total",LT:1772 m²,,,,,Harjamukti,71
"2,5 Miliar",5,3,2,LT : 160 m²,LB : 250 m²,Sukmajaya,71
"1,2 Miliar",3,3,2,LT : 70 m²,LB : 80 m²,Margonda,71
"2,5 Miliar",3,3,1,LT : 150 m²,LB : 149 m²,Cimanggis,71
899 Juta,3,2,1,LT : 86 m²,LB : 70 m²,Sukmajaya,72
"1,2 Miliar",3,2,2,LT : 165 m²,LB : 100 m²,Sukmajaya,72
"1,24 Miliar",3,3,2,LT : 70 m²,LB : 80 m²,Sukmajaya,72
750 Juta,3,2,1,LT : 51 m²,LB : 72 m²,Cimanggis,72
925 Juta,3,2,2,LT : 88 m²,LB : 70 m²,Sukmajaya,72
650 Juta,3,2,1,LT : 90 m²,LB : 45 m²,Cinangka,72
"5,5 Miliar",5,3,5,LT : 444 m²,LB : 90 m²,Bojong Sari,72
350 Juta,1,1,LB:18 m²,,,Margonda,72
460 Juta,2,1,1,LT : 60 m²,LB : 35 m²,Sawangan,72
"2,2 Miliar",4,2,1,LT : 120 m²,LB : 140 m²,Pangkalan Jati,72
25 Miliar,8,7,20,LT : 2306 m²,LB : 1191 m²,Cimanggis,72
8 Miliar,6,5,15,LT : 1502 m²,LB : 1275 m²,Cimanggis,72
"3,6 Miliar",4,3,2,LT : 221 m²,LB : 200 m²,Margonda,72
500 Juta Total,LT:101 m²,,,,,Rangkapanjaya,72
"2,9 Miliar",3,2,3,LT : 187 m²,LB : 200 m²,Cinere,72
89 Juta,2,1,1,LT : 70 m²,LB : 50 m²,Cilodong,72
700 Juta,3,2,1,LT : 63 m²,LB : 72 m²,Sawangan,72
700 Juta,3,2,1,LT : 63 m²,LB : 72 m²,Sawangan,72
"2,9 Miliar",4,4,1,LT : 160 m²,LB : 240 m²,Cinere,72
"4,8 Miliar",4,3,1,LT : 280 m²,LB : 240 m²,Cinere,72
"1,89 Miliar",3,2,1,LT : 100 m²,LB : 105 m²,Cinere,73
150 Juta,1,LB:20 m²,,,,Margonda,73
4 Miliar,3,2,3,LT : 800 m²,LB : 174 m²,Bojong Sari,73
"18,5 Miliar",7,5,LT:2850 m²,LB : 1000 m²,,Cinere,73
"1,5 Miliar",2,2,1,LT : 144 m²,LB : 125 m²,Cimanggis,73
700 Juta,2,1,1,LT : 70 m²,LB : 36 m²,Cimanggis,73
"1,05 Miliar",3,2,1,LT : 67 m²,LB : 105 m²,Beji,73
650 Juta,2,1,LB:33 m²,,,Cinere,73
"3,3 Miliar Total",LT:549 m²,,,,,Sawangan,73
814 Juta,3,2,1,LT : 54 m²,LB : 55 m²,Cilodong,73
758 Juta,3,2,1,LT : 46 m²,LB : 60 m²,Kelapa Dua,73
753 Juta,3,2,1,LT : 61 m²,LB : 70 m²,Tapos,73
450 Juta,3,1,1,LT : 99 m²,LB : 80 m²,Sawangan,73
"1,3 Miliar",3,2,2,LT : 200 m²,LB : 160 m²,Cilodong,73
755 Juta,3,2,1,LT : 50 m²,LB : 70 m²,Cinangka,73
"1,46 Miliar",4,3,2,LT : 66 m²,LB : 90 m²,Cinere,73
966 Juta,3,3,1,LT : 66 m²,LB : 70 m²,Kelapa Dua,73
941 Juta,3,2,1,LT : 45 m²,LB : 69 m²,Tugu,73
450 Juta,3,2,1,LT : 50 m²,LB : 68 m²,Pancoran Mas,73
599 Juta,3,2,1,LT : 51 m²,LB : 60 m²,Cilodong,73
890 Juta,3,2,1,LT : 55 m²,LB : 70 m²,Cibubur,74
405 Juta,3,1,1,LT : 65 m²,LB : 36 m²,Cipayung,74
871 Juta,3,2,1,LT : 45 m²,LB : 61 m²,Cimanggis,74
860 Juta,3,2,1,LT : 72 m²,LB : 90 m²,Tapos,74
680 Juta,2,2,1,LT : 90 m²,LB : 60 m²,Tapos,74
2 Miliar,4,3,2,LT : 180 m²,LB : 150 m²,Cimanggis,74
"2,2 Miliar",4,2,2,LT : 278 m²,LB : 193 m²,Cimanggis,74
"2,25 Miliar",4,3,1,LT : 128 m²,LB : 117 m²,Cimanggis,74
"3,5 Miliar",4,5,2,LT : 559 m²,LB : 400 m²,Cibubur,74
3 Miliar Total,LT:400 m²,,,,,Cibubur,74
850 Juta,2,1,1,LT : 90 m²,LB : 60 m²,Cibubur,74
"1,77 Miliar",3,2,1,LT : 100 m²,LB : 135 m²,Cinere,74
550 Juta,2,1,2,LT : 135 m²,LB : 45 m²,Sawangan,74
"3,3 Miliar",5,3,1,LT : 240 m²,LB : 260 m²,Cinere,74
"1,5 Miliar",4,2,1,LT : 144 m²,LB : 130 m²,Cinere,74
"3,4 Miliar",5,5,3,LT : 182 m²,LB : 200 m²,Cinere,74
"1,35 Miliar",4,3,2,LT : 72 m²,LB : 120 m²,Tanah Baru,74
"6,5 Miliar",3,2,1,LT : 492 m²,LB : 267 m²,Cinere,74
1 Miliar,3,3,1,LT : 55 m²,LB : 100 m²,Tanah Baru,74
750 Juta Total,LT:692 m²,,,,,Citayam,74
"1,95 Miliar",3,2,1,LT : 236 m²,LB : 183 m²,Cilodong,75
"5,7 Miliar",4,3,2,LT : 193 m²,LB : 248 m²,Cinere,75
"2,9 Miliar",4,3,1,LT : 135 m²,LB : 170 m²,Pangkalan Jati,75
"2,3 Miliar Total",LT:380 m²,,,,,Cinere,75
785 Juta,4,2,1,LT : 60 m²,LB : 72 m²,Cibubur,75
"3,2 Miliar",4,3,2,LT : 143 m²,LB : 140 m²,Pancoran Mas,75
"4,6 Miliar Total",LT:1019 m²,,,,,Pancoran Mas,75
"1,3 Miliar",3,3,2,LT : 105 m²,LB : 85 m²,Pancoran Mas,75
"2,5 Miliar Total",LT:268 m²,,,,,Cinere,75
4 Miliar Total,LT:5282 m²,,,,,Citayam,75
290 Juta,1,LB:21 m²,,,,Beji,75
325 Juta,1,LB:22 m²,,,,Cinere,75
"1,27 Miliar",2,1,1,LT : 72 m²,LB : 81 m²,Margonda,75
"1,69 Miliar",3,3,2,LT : 85 m²,LB : 130 m²,Tanah Baru,75
"8,5 Miliar",4,4,1,LT : 547 m²,LB : 445 m²,Cinere,75
"1,78 Miliar",2,2,1,LT : 126 m²,LB : 110 m²,Tanah Baru,75
590 Juta,2,1,1,LT : 72 m²,LB : 52 m²,Depok I,75
250 Juta,2,1,LT:50 m²,LB : 42 m²,,Sukmajaya,75
290 Juta,1,LB:21 m²,,,,Depok I,75
